"scientificName","decimalLongitude","decimalLatitude"
"Intellagama lesueurii",152.976868,-27.477384
"Intellagama lesueurii lesueurii",152.808828,-27.204886
"Pogona barbata",138.464469,-35.28504
"Intellagama lesueurii",152.915778,-27.632562
"Ctenophorus nuchalis",137.061225,-30.472289
"Intellagama lesueurii lesueurii",145.652172,-16.824116
"Intellagama lesueurii lesueurii",153.551818,-28.168763
"Pogona vitticeps",133.81827,-24.791512
"Intellagama lesueurii",144.951547,-37.784135
"Intellagama lesueurii",152.857327,-27.614838
"Intellagama lesueurii lesueurii",152.336167,-24.852655
"Pogona barbata",138.554808,-35.617497
"Intellagama lesueurii",152.96965,-27.479558
"Intellagama lesueurii",153.194147,-27.9249
"Amphibolurus muricatus",151.624883,-33.197288
"Pogona vitticeps",146.145634,-32.95732
"Intellagama lesueurii",148.168085,-23.528434
"Ctenophorus mirrityana",141.496983,-31.959808
"Pogona barbata",151.892167,-27.490326
"Intellagama lesueurii lesueurii",153.065083,-27.494124
"Intellagama lesueurii",151.94255,-27.60109
"Pogona vitticeps",139.926484,-34.492357
"Intellagama lesueurii",150.972255,-34.255621
"Intellagama lesueurii",153.027844,-27.4746
"Intellagama lesueurii lesueurii",153.078443,-27.666929
"Intellagama lesueurii",152.99495,-27.541023
"Pogona barbata",153.081034,-27.34044
"Amphibolurus muricatus",149.938524,-36.855612
"Gowidon longirostris",132.676276,-23.687891
"Ctenophorus slateri",131.57919,-24.254962
"Diporiphora nobbi",140.564181,-33.659034
"Amphibolurus muricatus",142.370392,-36.884602
"Pogona barbata",145.01,-37.32
"Pogona vitticeps",141.992798,-25.344027
"Gowidon longirostris",133.86134,-23.672225
"Lophosaurus spinipes",151.403772,-33.004922
"Pogona vitticeps",141.591765,-34.728188
"Intellagama lesueurii",150.311132,-33.628146
"Intellagama lesueurii",152.975026,-27.476312
"Intellagama lesueurii lesueurii",153.03422,-27.550297
"Ctenophorus fionni",135.477,-32.593
"Intellagama lesueurii lesueurii",152.959717,-26.554045
"Amphibolurus muricatus",144.132082,-37.013484
"Pogona minor minor",115.20125,-30.172291
"Amphibolurus muricatus",146.331827,-37.19418
"Pogona barbata",148.980955,-35.243387
"Intellagama lesueurii lesueurii",153.016829,-27.498415
"Ctenophorus fionni",135.296625,-32.539152
"Pogona barbata",149.325361,-35.200123
"Intellagama lesueurii",151.351193,-33.441795
"Amphibolurus muricatus",144.045518,-38.061256
"Ctenophorus pictus",141.282792,-33.20298
"Intellagama lesueurii",151.277788,-33.41817
"Intellagama lesueurii",151.279892,-33.85363
"Pogona barbata",149.064475,-35.533053
"Pogona barbata",150.391813,-29.62975
"Intellagama lesueurii lesueurii",151.257828,-33.811487
"Pogona barbata",138.540977,-35.3207
"Intellagama lesueurii howitti",148.906024,-35.467477
"Ctenophorus modestus",138.587297,-31.543944
"Intellagama lesueurii lesueurii",153.051009,-27.380321
"Intellagama lesueurii lesueurii",150.706035,-34.051194
"Amphibolurus muricatus",149.038991,-36.929644
"Pogona barbata",150.726815,-23.668357
"Pogona vitticeps",134.762259,-28.994746
"Ctenophorus maculatus",114.12952,-27.767755
"Intellagama lesueurii lesueurii",152.915636,-27.676367
"Intellagama lesueurii lesueurii",152.108155,-27.253752
"Rankinia diemensis",150.275105,-33.628624
"Intellagama lesueurii lesueurii",151.044123,-33.8013
"Intellagama lesueurii",150.021516,-33.820424
"Intellagama lesueurii lesueurii",153.095681,-27.565084
"Pogona barbata",151.659614,-27.702308
"Intellagama lesueurii lesueurii",153.051042,-27.595197
"Lophognathus gilberti",132.190806,-14.181135
"Tropicagama temporalis",130.98453,-12.479445
"Amphibolurus muricatus",151.108081,-34.142418
"Pogona minor",133.839188,-23.705013
"Amphibolurus muricatus",144.846926,-38.411969
"Diporiphora nobbi",142.307533,-34.762152
"Intellagama lesueurii",145.57906,-17.270088
"Amphibolurus muricatus",144.195568,-37.038449
"Tympanocryptis intima",141.055558,-29.24913
"Pogona barbata",152.394103,-27.576637
"Ctenophorus spinodomus",140.210354,-33.762277
"Intellagama lesueurii lesueurii",153.072207,-27.824231
"Intellagama lesueurii",153.029281,-27.473975
"Intellagama lesueurii",152.976013,-27.531142
"Pogona barbata",144.29,-36
"Pogona minor minor",114.402175,-27.61502
"Ctenophorus slateri",141.840868,-25.357927
"Diporiphora bilineata",132.478421,-13.533083
"Intellagama lesueurii lesueurii",153.018327,-27.462135
"Lophosaurus boydii",145.588075,-17.357163
"Tympanocryptis petersi",137.587208,-34.074107
"Amphibolurus muricatus",145.07854,-37.684066
"Pogona barbata",138.498669,-35.161292
"Ctenophorus spinodomus",140.210428,-33.76344
"Intellagama lesueurii",152.946543,-27.341312
"Intellagama lesueurii",149.853685,-36.674667
"Lophosaurus boydii",145.56578,-17.26415
"Pogona barbata",149.17189,-35.240959
"Intellagama lesueurii",151.949778,-32.001052
"Ctenophorus slateri",125.922795,-16.650268
"Pogona barbata",148.991067,-31.296372
"Intellagama lesueurii",151.081514,-33.694237
"Intellagama lesueurii",149.821595,-36.986498
"Ctenophorus slateri",128.380418,-17.484875
"Intellagama lesueurii howitti",149.108628,-35.276392
"Ctenophorus isolepis",118.473928,-20.524161
"Intellagama lesueurii lesueurii",153.139147,-30.251847
"Intellagama lesueurii",151.044009,-34.186585
"Ctenophorus modestus",138.57523,-31.56063
"Ctenophorus fionni",135.425473,-32.565348
"Ctenophorus adelaidensis",115.068745,-30.452928
"Ctenophorus pictus",128.886111,-31.71383
"Pogona vitticeps",138.828913,-31.318694
"Intellagama lesueurii",153.014482,-27.54293
"Intellagama lesueurii",144.950462,-37.786173
"Intellagama lesueurii lesueurii",151.202837,-33.87678
"Ctenophorus mirrityana",142.326701,-31.317216
"Intellagama lesueurii lesueurii",151.034093,-34.091625
"Ctenophorus ornatus",120.343117,-31.201778
"Amphibolurus muricatus",150.163721,-33.652866
"Intellagama lesueurii",145.341783,-16.259185
"Pogona barbata",151.346958,-29.780592
"Intellagama lesueurii lesueurii",153.552947,-28.539408
"Ctenophorus pictus",131.113265,-31.473716
"Intellagama lesueurii lesueurii",152.336633,-24.852349
"Moloch horridus",131.609867,-24.319822
"Ctenophorus vadnappa",139.326298,-30.3074
"Intellagama lesueurii",152.695368,-25.789484
"Intellagama lesueurii lesueurii",153.016587,-27.236175
"Intellagama lesueurii lesueurii",150.31177,-33.712441
"Gowidon longirostris",133.073278,-23.777552
"Ctenophorus mirrityana",142.31128,-31.306534
"Intellagama lesueurii lesueurii",151.273193,-33.806648
"Amphibolurus muricatus",151.163128,-34.040499
"Pogona barbata",153.602554,-28.817972
"Pogona barbata",146.02,-36.87
"Intellagama lesueurii lesueurii",151.081846,-33.694456
"Ctenophorus fionni",135.302706,-34.569837
"Ctenophorus decresii",138.826933,-34.692015
"Intellagama lesueurii",151.216822,-33.865936
"Intellagama lesueurii lesueurii",152.978912,-27.476172
"Intellagama lesueurii",150.732549,-33.763164
"Intellagama lesueurii",153.218958,-27.542339
"Gowidon longirostris",131.522549,-24.233342
"Ctenophorus pictus",140.105011,-34.109967
"Intellagama lesueurii",151.228592,-33.837788
"Amphibolurus muricatus",149.155686,-37.765851
"Intellagama lesueurii",150.87055,-33.733123
"Amphibolurus muricatus",149.0988,-35.2724
"Pogona vitticeps",143.293999,-24.137349
"Pogona barbata",152.709218,-28.332329
"Pogona barbata",138.544653,-35.108943
"Intellagama lesueurii",153.523678,-28.686233
"Gowidon longirostris",114.114155,-27.82296
"Amphibolurus muricatus",150.431608,-33.711711
"Intellagama lesueurii lesueurii",150.764922,-33.530812
"Amphibolurus muricatus",151.232055,-33.987848
"Amphibolurus muricatus",144.410745,-37.961411
"Amphibolurus muricatus",149.906931,-36.947948
"Intellagama lesueurii lesueurii",153.016684,-27.497882
"Intellagama lesueurii lesueurii",151.216868,-33.866037
"Pogona barbata",152.830339,-27.600927
"Lophosaurus boydii",145.701374,-17.128761
"Ctenophorus fionni",135.071417,-32.156317
"Moloch horridus",131.195525,-22.736808
"Amphibolurus muricatus",150.56195,-33.679538
"Ctenophorus fionni",135.352237,-32.590678
"Intellagama lesueurii lesueurii",153.436756,-29.114537
"Pogona minor minor",120.3749,-26.687075
"Intellagama lesueurii",153.012507,-27.499411
"Intellagama lesueurii",152.467359,-31.899089
"Amphibolurus muricatus",152.3579,-29.517122
"Pogona vitticeps",142.641037,-34.841872
"Intellagama lesueurii lesueurii",152.976363,-27.47668
"Intellagama lesueurii lesueurii",153.05969,-27.381801
"Intellagama lesueurii",153.103284,-30.364699
"Intellagama lesueurii",151.267951,-33.437076
"Pogona barbata",153.103222,-27.389894
"Intellagama lesueurii",150.646183,-34.571991
"Ctenophorus caudicinctus",117.060411,-21.57001
"Intellagama lesueurii lesueurii",152.959943,-26.554032
"Intellagama lesueurii lesueurii",153.033492,-27.549631
"Pogona minor minor",115.96547,-31.483383
"Ctenophorus slateri",131.570776,-24.256226
"Intellagama lesueurii lesueurii",152.955699,-27.538331
"Pogona barbata",151.348461,-29.780353
"Intellagama lesueurii",151.706746,-32.976263
"Pogona vitticeps",141.622712,-34.786122
"Diporiphora bennettii",125.693666,-14.824904
"Ctenophorus pictus",140.63235,-34.198629
"Chlamydosaurus kingii",141.881479,-12.671104
"Pogona minor minor",113.719007,-24.765581
"Intellagama lesueurii",153.149327,-27.435615
"Pogona vitticeps",142.73984,-22.532013
"Pogona barbata",153.054106,-27.539022
"Ctenophorus ornatus",122.1738,-34.0052
"Chlamydosaurus kingii",131.346315,-12.655431
"Rankinia diemensis",147.392148,-43.229113
"Intellagama lesueurii",153.063272,-27.490506
"Intellagama lesueurii lesueurii",153.450195,-28.085342
"Lophosaurus boydii",145.571505,-17.287363
"Intellagama lesueurii lesueurii",153.016996,-27.498195
"Pogona barbata",145.03,-36.72
"Intellagama lesueurii",153.102214,-27.734502
"Intellagama lesueurii howitti",149.861111,-36.68522
"Intellagama lesueurii lesueurii",151.133822,-33.781235
"Diporiphora nobbi",140.122617,-33.760958
"Pogona barbata",153.075179,-27.671029
"Chlamydosaurus kingii",149.350252,-21.638146
"Pogona barbata",148.380938,-32.638089
"Ctenophorus adelaidensis",115.41449,-30.416629
"Intellagama lesueurii lesueurii",151.324089,-33.380574
"Pogona barbata",153.037265,-27.538005
"Ctenophorus cristatus",121.773072,-32.391588
"Lophosaurus spinipes",153.146864,-28.239364
"Ctenophorus modestus",138.130678,-32.730787
"Pogona barbata",152.904434,-27.354142
"Ctenophorus",137.309692,-33.376298
"Diporiphora australis",146.859394,-19.516471
"Intellagama lesueurii",151.288334,-33.693254
"Intellagama lesueurii lesueurii",153.147901,-27.430984
"Intellagama lesueurii howitti",148.631931,-34.969952
"Intellagama lesueurii howitti",149.145444,-37.566686
"Pogona minor minor",115.887594,-31.987521
"Ctenophorus modestus",138.585015,-31.561362
"Amphibolurus muricatus",144.613241,-38.291487
"Pogona barbata",151.351419,-29.779074
"Amphibolurus muricatus",148.9832,-33.328158
"Pogona vitticeps",135.976685,-32.294968
"Pogona vitticeps",139.405568,-34.075985
"Chlamydosaurus kingii",148.645278,-21.135639
"Ctenophorus modestus",138.629709,-31.601949
"Intellagama lesueurii",153.03445,-27.469889
"Intellagama lesueurii",153.446733,-28.072121
"Pogona barbata",153.017382,-26.763923
"Tympanocryptis tetraporophora",141.752,-31.079764
"Amphibolurus muricatus",148.414982,-37.081334
"Amphibolurus muricatus",144.566055,-37.785472
"Intellagama lesueurii",151.347899,-33.529581
"Lophosaurus boydii",145.640228,-17.24542
"Lophosaurus spinipes",152.69957,-31.869262
"Amphibolurus burnsi",142.447813,-23.021469
"Amphibolurus muricatus",151.638407,-30.4911
"Intellagama lesueurii lesueurii",152.998175,-27.437314
"Intellagama lesueurii",145.579099,-17.270071
"Ctenophorus spinodomus",140.208627,-33.71174
"Intellagama lesueurii",145.622331,-17.282618
"Ctenophorus caudicinctus",118.408065,-22.502478
"Pogona minor",119.657382,-32.221735
"Ctenophorus pictus",141.317001,-33.20925
"Amphibolurus muricatus",144.935928,-38.459213
"Moloch horridus",119.071311,-32.208817
"Pogona barbata",149.094331,-35.276722
"Intellagama lesueurii lesueurii",151.118305,-33.775145
"Pogona barbata",150.25711,-30.992047
"Amphibolurus muricatus",142.494973,-37.024216
"Ctenophorus nuchalis",144.50245,-26.617304
"Intellagama lesueurii",151.112223,-34.042953
"Diporiphora nobbi",151.939981,-28.827361
"Intellagama lesueurii lesueurii",153.029074,-27.4741
"Ctenophorus pictus",144.20217,-28.089516
"Amphibolurus muricatus",150.047073,-37.257462
"Ctenophorus pictus",146.246812,-33.052689
"Ctenophorus adelaidensis",114.407154,-27.686207
"Intellagama lesueurii",152.941,-27.346647
"Intellagama lesueurii lesueurii",152.955699,-27.538331
"Ctenophorus isolepis",130.997041,-25.223395
"Intellagama lesueurii lesueurii",153.035726,-27.379481
"Rankinia diemensis",150.321416,-33.649376
"Ctenophorus pictus",136.891604,-35.272908
"Intellagama lesueurii lesueurii",150.854486,-33.940504
"Amphibolurus muricatus",150.904167,-34.397778
"Amphibolurus muricatus",151.727555,-32.982597
"Intellagama lesueurii lesueurii",152.955699,-27.538331
"Rankinia diemensis",150.639663,-33.657903
"Pogona barbata",150.903119,-33.688697
"Intellagama lesueurii lesueurii",150.68104,-34.0232
"Tropicagama temporalis",130.836733,-12.428953
"Intellagama lesueurii",145.015006,-37.814331
"Pogona vitticeps",144.005997,-23.133475
"Intellagama lesueurii",150.022647,-33.818675
"Intellagama lesueurii lesueurii",150.852888,-33.942242
"Tympanocryptis tetraporophora",137.999261,-30.0685
"Intellagama lesueurii",151.684821,-32.997771
"Pogona vitticeps",134.289403,-22.991933
"Tropicagama temporalis",130.840314,-12.465915
"Ctenophorus pictus",129.77693,-31.607563
"Intellagama lesueurii lesueurii",151.111639,-33.75569
"Lophosaurus spinipes",152.348677,-27.980745
"Amphibolurus muricatus",150.884554,-34.046505
"Intellagama lesueurii",149.910623,-36.884032
"Intellagama lesueurii",151.224305,-33.641886
"Intellagama lesueurii",151.22313,-33.756745
"Rankinia diemensis",145.34088,-37.556619
"Lophosaurus boydii",145.4304,-16.2246
"Intellagama lesueurii",151.156838,-33.668278
"Intellagama lesueurii",151.208708,-33.815342
"Amphibolurus muricatus",150.070357,-36.382996
"Tympanocryptis petersi",137.523273,-34.205929
"Intellagama lesueurii",153.302363,-27.886316
"Intellagama lesueurii",151.28563,-33.815555
"Lophosaurus boydii",146.150256,-18.957288
"Amphibolurus muricatus",142.381057,-36.89963
"Ctenophorus ornatus",116.307206,-32.568196
"Intellagama lesueurii lesueurii",153.033162,-27.369349
"Pogona barbata",138.572967,-35.084897
"Amphibolurus muricatus",152.169922,-31.002244
"Intellagama lesueurii",152.923802,-31.444902
"Intellagama lesueurii lesueurii",153.148575,-27.602479
"Ctenophorus caudicinctus",119.739953,-25.124869
"Pogona vitticeps",140.126617,-33.71832
"Intellagama lesueurii",151.147872,-33.672378
"Amphibolurus muricatus",151.106921,-34.147941
"Intellagama lesueurii",151.980648,-28.837487
"Intellagama lesueurii",145.621829,-17.286767
"Intellagama lesueurii lesueurii",151.216909,-33.865643
"Pogona barbata",153.022461,-27.388217
"Pogona barbata",153.079406,-28.285825
"Ctenophorus caudicinctus",119.26247,-23.091207
"Intellagama lesueurii",152.963352,-26.83913
"Lophosaurus spinipes",153.446245,-28.743463
"Amphibolurus muricatus",150.055205,-36.412023
"Amphibolurus muricatus",144.18142,-37.88157
"Chlamydosaurus kingii",126.30355,-15.44419
"Intellagama lesueurii lesueurii",153.141441,-30.302577
"Intellagama lesueurii",151.48088,-33.1748
"Pogona barbata",153.011338,-27.416772
"Intellagama lesueurii lesueurii",153.029656,-27.475207
"Intellagama lesueurii lesueurii",151.204817,-33.747686
"Intellagama lesueurii",153.035043,-27.550565
"Pogona barbata",151.79328,-28.608911
"Amphibolurus muricatus",146.812042,-37.901808
"Pogona barbata",147.731027,-20.504013
"Amphibolurus muricatus",151.260838,-33.959609
"Amphibolurus muricatus",150.081841,-33.517501
"Intellagama lesueurii",151.912868,-28.655169
"Diporiphora australis",145.569858,-17.003842
"Tympanocryptis",143.955662,-33.24226
"Diporiphora nobbi",146.576948,-23.580013
"Ctenophorus caudicinctus",118.402717,-22.417073
"Amphibolurus muricatus",151.604172,-33.198667
"Intellagama lesueurii",153.448492,-28.093826
"Amphibolurus muricatus",145.176102,-38.170037
"Ctenophorus maculatus",113.716823,-25.79657
"Intellagama lesueurii lesueurii",153.156583,-27.423422
"Intellagama lesueurii",153.148932,-27.602314
"Amphibolurus muricatus",149.327904,-35.236737
"Intellagama lesueurii",153.632079,-28.636939
"Amphibolurus muricatus",149.730462,-37.560822
"Intellagama lesueurii",153.044104,-27.56694
"Ctenophorus maculatus",113.539776,-25.927333
"Intellagama lesueurii",153.577696,-28.33563
"Chlamydosaurus kingii",145.520498,-17.043957
"Ctenophorus infans",122.908295,-28.999347
"Intellagama lesueurii lesueurii",152.969891,-27.534239
"Intellagama lesueurii lesueurii",153.026061,-27.548758
"Lophosaurus boydii",145.631314,-17.280618
"Diporiphora nobbi",151.384088,-29.583558
"Intellagama lesueurii",151.240625,-33.842536
"Intellagama lesueurii lesueurii",150.969702,-34.22503
"Intellagama lesueurii lesueurii",153.557053,-28.538153
"Intellagama lesueurii",151.258439,-33.760978
"Intellagama lesueurii",151.411102,-33.43272
"Pogona minor",116.059517,-31.888689
"Lophognathus horneri",146.724059,-19.315055
"Pogona vitticeps",143.089094,-30.852368
"Pogona barbata",149.376555,-31.078711
"Chlamydosaurus kingii",131.024956,-13.038804
"Intellagama lesueurii",150.961975,-33.730703
"Intellagama lesueurii",145.464538,-16.525512
"Pogona vitticeps",145.564667,-27.977855
"Intellagama lesueurii lesueurii",153.036522,-27.368976
"Intellagama lesueurii",151.21553,-33.867336
"Pogona barbata",152.606518,-25.931659
"Intellagama lesueurii",153.0412,-27.604276
"Pogona vitticeps",141.42697,-34.427889
"Ctenophorus cristatus",136.834,-33.240887
"Intellagama lesueurii lesueurii",152.936813,-27.48497
"Intellagama lesueurii lesueurii",153.149327,-27.435615
"Intellagama lesueurii lesueurii",150.447959,-33.747346
"Intellagama lesueurii",153.594728,-28.795445
"Intellagama lesueurii lesueurii",150.65894,-34.562877
"Intellagama lesueurii",150.878372,-34.381595
"Intellagama lesueurii lesueurii",151.243103,-33.842097
"Gowidon longirostris",130.730628,-25.292811
"Intellagama lesueurii lesueurii",151.601299,-26.875206
"Intellagama lesueurii",152.684752,-26.215075
"Tympanocryptis tetraporophora",136.018048,-28.725667
"Intellagama lesueurii",151.937954,-27.462353
"Ctenophorus nuchalis",146.40251,-30.869325
"Rankinia diemensis",150.437487,-33.727745
"Intellagama lesueurii lesueurii",151.69844,-32.932482
"Intellagama lesueurii",150.083817,-35.908058
"Pogona barbata",149.107367,-35.275312
"Chlamydosaurus kingii",122.254676,-17.934687
"Intellagama lesueurii",151.246098,-33.842887
"Diporiphora australis",145.355761,-16.91999
"Intellagama lesueurii lesueurii",151.140739,-33.782545
"Pogona barbata",153.05517,-27.543101
"Intellagama lesueurii",153.02839,-27.373486
"Amphibolurus muricatus",147.361369,-37.702325
"Intellagama lesueurii",153.018611,-27.47
"Pogona barbata",152.710526,-26.196127
"Intellagama lesueurii",152.421063,-32.308188
"Intellagama lesueurii",153.031447,-27.477862
"Diporiphora nobbi",152.695405,-25.789519
"Amphibolurus muricatus",144.944689,-38.372017
"Intellagama lesueurii",153.133339,-27.488691
"Pogona barbata",153.2025,-30.022669
"Ctenophorus modestus",137.995876,-32.415221
"Intellagama lesueurii lesueurii",153.021179,-27.476044
"Intellagama lesueurii",151.067022,-33.976116
"Ctenophorus isolepis",131.004578,-25.335467
"Lophognathus gilberti",132.190806,-14.181135
"Ctenophorus caudicinctus",118.408065,-22.502478
"Pogona barbata",153.090513,-27.624886
"Intellagama lesueurii",151.140475,-33.76141
"Intellagama lesueurii",145.40916,-16.18038
"Amphibolurus muricatus",151.729692,-32.998009
"Ctenophorus caudicinctus",118.408065,-22.502478
"Ctenophorus slateri",143.000412,-22.557764
"Intellagama lesueurii",152.978456,-27.476626
"Intellagama lesueurii lesueurii",152.720073,-26.825518
"Intellagama lesueurii lesueurii",153.017547,-27.498262
"Intellagama lesueurii lesueurii",151.941985,-27.600661
"Intellagama lesueurii lesueurii",153.358724,-29.477343
"Lophosaurus spinipes",152.881092,-26.779105
"Amphibolurus muricatus",144.708514,-38.196637
"Pogona henrylawsoni",143.005318,-22.449617
"Ctenophorus isolepis",127.831883,-22.811906
"Intellagama lesueurii lesueurii",153.043964,-27.382288
"Pogona barbata",152.510148,-27.548888
"Intellagama lesueurii",153.195663,-30.059264
"Lophognathus horneri",142.986639,-22.545935
"Intellagama lesueurii lesueurii",153.48335,-28.138321
"Intellagama lesueurii lesueurii",153.094565,-27.565012
"Intellagama lesueurii howitti",149.110043,-35.278021
"Intellagama lesueurii lesueurii",151.013016,-33.867088
"Pogona minor minor",116.320377,-32.479913
"Intellagama lesueurii",151.297266,-33.812934
"Intellagama lesueurii",153.145676,-27.433714
"Rankinia diemensis",150.293578,-33.528094
"Ctenophorus maculatus",113.550509,-25.855773
"Intellagama lesueurii",153.010129,-26.396126
"Amphibolurus muricatus",151.633928,-33.02753
"Intellagama lesueurii lesueurii",153.488568,-28.135578
"Intellagama lesueurii lesueurii",153.098267,-27.515182
"Pogona minor",131.039293,-25.335303
"Pogona barbata",152.855087,-27.240972
"Intellagama lesueurii",151.941611,-28.663333
"Pogona vitticeps",138.222404,-33.204397
"Intellagama lesueurii lesueurii",153.317821,-27.914293
"Intellagama lesueurii lesueurii",151.276895,-33.799999
"Intellagama lesueurii",149.110228,-35.27793
"Pogona vitticeps",136.946374,-30.365024
"Ctenophorus decresii",138.912952,-34.729322
"Pogona barbata",152.852708,-27.685698
"Intellagama lesueurii",153.021483,-27.475458
"Intellagama lesueurii lesueurii",153.097565,-27.782174
"Pogona barbata",152.990499,-30.62657
"Diporiphora australis",151.073213,-23.820316
"Amphibolurus muricatus",151.937102,-28.832682
"Intellagama lesueurii lesueurii",153.04216,-27.368954
"Intellagama lesueurii",149.114254,-35.280767
"Amphibolurus muricatus",151.087032,-34.153006
"Intellagama lesueurii",153.348776,-27.931643
"Intellagama lesueurii lesueurii",153.007861,-27.366492
"Intellagama lesueurii lesueurii",153.09291,-27.567994
"Ctenophorus pictus",141.317001,-33.20925
"Intellagama lesueurii lesueurii",145.316711,-16.250142
"Intellagama lesueurii lesueurii",151.246224,-33.845638
"Ctenophorus decresii",138.714011,-34.875273
"Intellagama lesueurii lesueurii",153.005028,-27.499433
"Rankinia diemensis",144.206377,-38.40414
"Ctenophorus decresii",138.220378,-35.510561
"Intellagama lesueurii lesueurii",151.24632,-33.85316
"Ctenophorus modestus",139.389113,-30.142503
"Intellagama lesueurii lesueurii",151.111095,-33.756326
"Amphibolurus muricatus",151.00034,-34.137689
"Pogona vitticeps",143.008613,-33.737215
"Ctenophorus scutulatus",114.612303,-27.211044
"Intellagama lesueurii",151.722778,-32.735633
"Intellagama lesueurii lesueurii",153.110174,-27.534869
"Pogona barbata",151.976547,-26.155542
"Intellagama lesueurii lesueurii",150.171593,-33.545455
"Pogona barbata",149.147653,-35.310487
"Intellagama lesueurii",152.225178,-31.694371
"Amphibolurus muricatus",151.11754,-34.140776
"Pogona minor minor",116.941155,-32.791316
"Intellagama lesueurii howitti",148.940015,-35.325373
"Amphibolurus muricatus",149.155407,-35.166738
"Intellagama lesueurii",153.074631,-27.471608
"Tropicagama temporalis",130.836411,-12.444883
"Intellagama lesueurii lesueurii",152.944069,-27.348648
"Intellagama lesueurii lesueurii",152.941108,-27.34697
"Intellagama lesueurii",143.951111,-14.964952
"Intellagama lesueurii lesueurii",151.302734,-33.529674
"Amphibolurus muricatus",144.426896,-37.957488
"Pogona vitticeps",137.748807,-29.171531
"Lophognathus horneri",126.109962,-17.513042
"Pogona barbata",144.33,-35.84
"Ctenophorus",118.975098,-33.492974
"Intellagama lesueurii lesueurii",153.202845,-27.913899
"Chlamydosaurus kingii",145.479777,-17.053902
"Ctenophorus ornatus",122.231588,-33.988232
"Pogona vitticeps",138.401367,-32.637547
"Pogona barbata",149.0779,-35.271186
"Intellagama lesueurii",152.9875,-27.518611
"Rankinia diemensis",146.432895,-37.852713
"Pogona vitticeps",141.711669,-29.31591
"Rankinia diemensis",150.389248,-33.718898
"Pogona barbata",142.13,-36.58
"Lophosaurus boydii",145.675112,-17.205947
"Ctenophorus slateri",131.579187,-24.25351
"Intellagama lesueurii",151.11976,-33.767521
"Ctenophorus modestus",139.28767,-30.272559
"Pogona barbata",138.716507,-34.874453
"Intellagama lesueurii howitti",149.662576,-37.253955
"Rankinia diemensis",150.389248,-33.718898
"Amphibolurus muricatus",144.431337,-37.951175
"Intellagama lesueurii",153.019282,-27.463322
"Lophognathus horneri",128.752073,-15.764287
"Intellagama lesueurii lesueurii",153.039274,-27.380209
"Intellagama lesueurii howitti",149.10912,-35.277533
"Tropicagama temporalis",130.847086,-12.378105
"Intellagama lesueurii",153.452449,-28.843359
"Intellagama lesueurii",145.463141,-16.526298
"Amphibolurus muricatus",151.811858,-30.601917
"Intellagama lesueurii",153.269837,-28.187655
"Intellagama lesueurii lesueurii",150.033717,-33.035632
"Intellagama lesueurii lesueurii",152.369625,-28.339221
"Ctenophorus cristatus",123.174422,-31.810055
"Ctenophorus slateri",138.48243,-18.70321
"Pogona barbata",153.0092,-27.419447
"Ctenophorus",118.88036,-33.491413
"Intellagama lesueurii",151.148214,-33.794464
"Diporiphora nobbi",151.137475,-29.829328
"Intellagama lesueurii lesueurii",151.605147,-33.131214
"Intellagama lesueurii lesueurii",152.994761,-27.511535
"Gowidon longirostris",114.283266,-25.749292
"Intellagama lesueurii",149.111664,-35.297724
"Rankinia diemensis",150.389248,-33.718898
"Amphibolurus muricatus",144.415465,-37.956062
"Intellagama lesueurii",151.153595,-33.791252
"Amphibolurus muricatus",144.722621,-37.54541
"Tropicagama temporalis",130.842025,-12.462683
"Intellagama lesueurii lesueurii",153.058168,-27.547958
"Intellagama lesueurii lesueurii",152.959794,-26.554006
"Ctenophorus nuchalis",114.160625,-26.401388
"Rankinia diemensis",150.389248,-33.718898
"Intellagama lesueurii lesueurii",153.030326,-27.474984
"Ctenophorus scutulatus",114.612291,-27.211749
"Intellagama lesueurii",149.112,-35.276
"Pogona vitticeps",139.348297,-30.22798
"Ctenophorus pictus",143.030492,-33.704342
"Intellagama lesueurii",150.999357,-33.811737
"Tympanocryptis centralis",130.73849,-25.285813
"Pogona vitticeps",140.129373,-28.972283
"Intellagama lesueurii lesueurii",152.960968,-26.834757
"Intellagama lesueurii lesueurii",152.370731,-28.340122
"Intellagama lesueurii",153.488875,-28.136492
"Intellagama lesueurii lesueurii",153.190485,-27.452944
"Pogona barbata",151.387664,-32.528414
"Amphibolurus muricatus",151.937102,-28.832682
"Pogona barbata",138.678925,-35.348213
"Intellagama lesueurii",153.102814,-26.42437
"Intellagama lesueurii",150.426636,-35.253608
"Lophosaurus spinipes",153.151122,-28.24267
"Amphibolurus muricatus",150.582893,-35.18851
"Moloch horridus",113.475998,-25.776674
"Amphibolurus muricatus",150.112724,-33.136725
"Diporiphora nobbi",151.204386,-29.604328
"Pogona barbata",153.161995,-27.81337
"Intellagama lesueurii",151.682325,-32.057433
"Intellagama lesueurii lesueurii",152.868042,-27.25081
"Intellagama lesueurii lesueurii",152.336794,-24.853857
"Pogona barbata",138.746538,-35.082735
"Rankinia diemensis",150.24478,-33.383867
"Intellagama lesueurii",150.646183,-34.571991
"Intellagama lesueurii",145.008691,-37.808289
"Intellagama lesueurii howitti",149.855375,-36.678928
"Intellagama lesueurii lesueurii",151.305952,-33.531698
"Tympanocryptis intima",140.3628,-24.5827
"Pogona vitticeps",141.134541,-33.110643
