"X","Y"
152.975778,-26.090893
153.079572,-26.021194
149.684439,-25.465087
150.930569,-26.098258
145.585469,-17.007595
150.4875,-23.2456
153.267708,-24.940074
143.579953,-14.979649
153.085979,-25.989408
141.044167,-17.719167
142.82743,-13.126552
152.517343,-25.031328
141.891165,-12.290212
144.45505,-19.078811
150.43858,-23.427588
152.975154,-25.621908
144.11778,-14.731814
144.462273,-14.257315
152.447772,-25.658985
138.952205,-19.496998
141.906687,-12.333046
151.088576,-25.377584
145.477268,-18.31168
152.959388,-26.073407
145.222389,-16.612385
142.388122,-10.872502
144.44737,-15.56718
149.071341,-25.323385
153.278263,-24.99563
150.971627,-23.699254
151.401077,-25.756751
150.491357,-23.165089
149.887589,-25.292451
150.584069,-24.888685
144.410215,-14.901186
151.740506,-25.691464
152.989409,-25.658258
145.401311,-18.322486
153.041541,-25.775418
144.156389,-15.180278
151.975308,-24.666193
151.107444,-23.742584
144.164578,-14.846732
142.1676,-10.1312
144.705278,-18.281667
149.272683,-25.201373
145.478212,-17.229341
153.042726,-26.723405
130.895436,-12.75449
130.822176,-12.405596
130.933534,-12.780118
130.85094,-12.377951
130.851941,-12.375355
131.137539,-12.601182
130.860629,-12.377051
130.971562,-12.801031
131.095976,-12.577886
130.992033,-12.714234
130.822257,-12.405449
130.891113,-12.760423
130.961362,-12.74814
130.986123,-12.717996
130.959153,-12.790153
131.172335,-12.559153
130.958631,-12.767786
130.847687,-12.378871
122.344624,-17.975474
153.072915,-25.862536
148.716514,-20.268089
130.930715,-12.395021
130.835491,-12.452076
130.872599,-12.370281
152.962041,-26.129511
146.110332,-20.567988
152.695065,-25.261405
139.97905,-20.772955
150.764274,-23.155911
130.710377,-11.740756
122.218335,-17.92462
130.870803,-12.369331
126.247452,-17.184786
132.206378,-11.194477
152.678108,-25.253238
122.344694,-17.975059
146.148439,-18.654295
145.380553,-17.089377
136.415589,-13.843538
143.394177,-12.631541
130.806993,-13.122869
152.438525,-24.797228
153.113236,-26.379799
147.054539,-19.514787
151.247224,-23.733956
131.119457,-13.266286
144.072666,-14.764157
130.752683,-13.171828
133.285613,-12.218425
130.850082,-12.379646
130.854753,-12.375353
153.122632,-27.026258
130.850888,-12.381543
146.69132,-22.374543
152.232118,-25.549478
145.351524,-17.042294
131.070059,-12.81507
145.351088,-17.04143
131.715202,-15.103722
131.604223,-12.703682
131.0579,-12.40886
131.131867,-13.282468
152.773992,-27.738531
151.365999,-23.937524
134.713058,-16.582288
145.39461,-16.98977
130.867611,-12.36142
132.7547,-12.651788
131.51436,-12.763308
131.52262,-12.75193
145.350981,-17.042656
130.869843,-12.370405
143.311654,-12.795848
122.498062,-17.848223
141.892751,-12.675264
146.15107,-18.65385
143.641158,-14.728078
146.457273,-21.011629
148.645278,-21.135639
130.872804,-12.369998
122.217657,-17.924602
131.18218,-12.589221
153.050668,-25.809863
146.148331,-18.655069
131.52237,-12.751312
128.737344,-15.787309
153.058099,-25.810278
136.501826,-13.912031
146.145475,-18.656506
131.648862,-12.9062
141.962524,-11.913688
130.843306,-13.107877
128.406812,-16.090493
153.106563,-26.387756
131.009261,-12.70005
145.382319,-17.179853
130.866699,-12.368707
130.973847,-12.47784
144.897941,-15.529537
145.351181,-17.042096
145.515274,-17.0425
151.919078,-24.220287
145.334746,-16.803132
124.783279,-17.931728
145.549992,-16.9781
132.471561,-14.575993
131.147861,-13.381129
145.364977,-17.054917
132.216351,-12.409849
139.107819,-20.089981
149.505133,-22.340289
130.878708,-12.379992
148.617774,-20.336344
132.669874,-12.872328
145.250008,-16.685585
121.965592,-18.603449
152.388463,-24.79281
151.390808,-23.96488
146.294086,-18.991309
130.658875,-13.127367
151.913765,-24.211723
153.066319,-25.811373
146.111603,-20.554712
130.856782,-12.387125
142.459255,-10.787851
145.61095,-17.50008
130.870209,-12.372714
143.012068,-13.551307
145.25382,-15.481881
130.851822,-12.384295
136.786099,-12.183534
146.75647,-19.330167
145.244553,-15.550731
130.868864,-12.371995
152.662925,-25.379132
132.099609,-12.822514
150.732527,-23.116912
130.836303,-12.815058
128.73608,-15.78641
146.139366,-20.530623
145.178016,-15.462008
145.569397,-17.005183
128.746839,-15.405775
130.880363,-12.363051
130.852725,-12.384624
147.815433,-21.174909
153.10635,-26.391608
150.764263,-23.155906
131.11084,-12.64789
132.817353,-12.674536
145.233021,-15.819631
153.038681,-26.411611
152.441253,-24.7961
130.868864,-12.371995
131.184803,-13.475855
145.452839,-16.979125
145.51736,-17.0857
145.363999,-16.801454
129.090299,-15.858909
152.503687,-25.731866
152.439635,-24.79552
132.233843,-12.775629
152.900619,-27.645506
129.522282,-14.247766
147.97702,-20.204872
130.867881,-12.361607
145.18,-15.54
145.427342,-17.008531
146.753708,-19.322512
132.840698,-12.66074
151.910206,-24.208489
151.801359,-24.215002
150.478918,-23.167585
153.062211,-25.80932
153.166725,-27.087228
122.222162,-17.974364
130.84155,-12.806062
130.872694,-12.370594
146.755969,-19.205861
146.829787,-19.284998
130.823153,-12.410261
151.914739,-24.21109
130.876619,-13.04751
146.45804,-19.097053
130.823333,-12.409444
143.33049,-12.696614
130.882916,-12.365272
130.868864,-12.371995
144.572833,-18.204177
130.703251,-13.192307
147.965821,-20.240986
131.633667,-12.882745
125.796198,-14.799548
132.804027,-12.709416
132.768873,-12.735864
148.846162,-20.946019
143.165109,-12.721717
146.11145,-20.554897
131.24707,-13.979426
145.420489,-16.926839
122.344628,-17.97516
147.054898,-19.514071
150.496663,-23.253021
131.318663,-12.651005
130.85669,-12.387988
139.251975,-18.652551
151.91762,-24.214576
132.803443,-12.853893
145.558464,-16.986437
132.087036,-14.185405
152.440492,-24.797122
131.546133,-12.718482
148.333588,-22.155603
153.107355,-26.399447
142.287535,-12.658347
145.479777,-17.053902
146.147488,-18.656147
130.868864,-12.371995
142.398184,-10.992496
128.752806,-15.853619
146.67067,-19.200804
151.293543,-24.067529
133.430437,-16.78585
130.869542,-12.371149
150.765175,-23.019771
133.184967,-15.440095
145.351181,-17.042014
132.725942,-12.863408
146.756103,-19.322642
122.344885,-17.975151
130.870651,-12.370779
132.869933,-14.769341
152.570566,-25.121898
130.851154,-12.381178
130.856332,-12.378773
124.785308,-17.930928
153.102841,-26.424636
143.550727,-14.919454
148.616376,-20.32407
153.059128,-25.810617
152.439659,-24.795529
131.292432,-12.555439
143.323588,-18.48776
132.438431,-12.700211
145.569337,-17.005164
128.734573,-15.842461
125.916367,-15.114055
145.180183,-15.463106
145.372223,-16.916153
130.868864,-12.371995
145.331288,-16.642657
152.6266,-25.293
151.265833,-23.926853
146.75653,-19.217863
131.090185,-12.70994
145.418855,-16.89983
143.072097,-13.85416
130.868864,-12.371995
145.289073,-20.611946
144.195652,-14.924674
145.356159,-17.049264
132.51005,-14.581157
152.959619,-25.774764
143.352853,-12.718163
145.5805,-17.0144
130.879286,-12.362103
130.869615,-12.371289
151.139466,-23.780213
151.885866,-24.150242
146.145145,-18.656809
141.881479,-12.671104
130.879438,-12.383126
153.095979,-26.478572
132.165185,-11.156009
153.069539,-25.84613
142.255782,-11.146165
145.520498,-17.043957
148.617143,-20.324999
152.389083,-24.78922
143.355912,-12.672738
143.554047,-14.75018
140.927947,-21.052364
145.360752,-16.924804
146.760141,-19.224906
130.855667,-12.376117
122.254676,-17.934687
145.374372,-16.925436
136.421695,-13.971529
122.232423,-17.972242
145.351181,-17.042096
145.360221,-16.924353
130.792765,-12.947632
131.630931,-12.891546
153.059082,-25.896156
145.580195,-17.01449
130.822222,-12.410833
122.21784,-17.972335
130.895819,-12.386925
151.390687,-23.964725
145.395469,-16.991728
143.328237,-12.702257
151.926616,-24.229504
145.589468,-17.026312
132.731842,-12.830244
130.850554,-12.4203
146.755613,-19.3267
145.351893,-17.041963
131.632126,-12.887288
132.42055,-12.70163
131.940858,-14.62307
145.352277,-16.729472
146.751813,-19.201884
146.150599,-18.653884
130.185638,-17.75534
148.13875,-20.686943
153.103303,-26.423563
130.848904,-12.380315
142.12618,-14.57612
130.856351,-12.387619
153.107462,-26.397626
130.826096,-12.410781
131.522318,-12.751453
122.352957,-17.873074
131.346315,-12.655431
130.84198,-12.380114
153.121308,-27.02863
125.427812,-16.667335
130.856209,-12.387287
122.216171,-17.926954
153.102888,-26.426072
152.548403,-25.097729
145.352211,-17.044189
146.672592,-19.278363
132.786452,-12.725205
145.56689,-16.99166
145.541933,-16.973076
153.189469,-25.931731
132.144363,-11.134179
125.435926,-16.665556
152.883659,-26.845
130.886942,-12.370758
145.548172,-16.79835
153.108514,-26.383647
152.441452,-24.798656
146.473,-19.3791
135.497617,-15.25968
151.363099,-23.941634
132.734806,-12.849299
132.880135,-14.774672
148.05397,-20.70548
131.609432,-12.703529
122.219467,-17.950836
125.696184,-14.81617
131.110421,-12.581604
143.380958,-12.639097
152.448722,-24.801194
122.909369,-16.605267
130.845703,-12.387889
130.891307,-12.389908
145.369705,-17.055539
146.146155,-18.657057
152.901128,-25.664023
130.877888,-12.361712
146.758707,-19.327169
132.640369,-12.895781
145.34188,-16.612904
132.756503,-14.702315
145.865649,-18.646776
149.477325,-21.743102
146.026306,-18.282547
145.212964,-15.656293
132.056055,-14.716547
153.106303,-26.382835
148.138859,-20.687321
122.215295,-17.980912
146.258625,-18.706737
130.888871,-12.359154
123.640909,-17.311645
132.271557,-13.558086
132.698179,-12.639893
153.125549,-27.033909
152.442131,-24.798347
126.026127,-17.652635
145.36022,-16.924343
130.866072,-12.368708
146.970138,-19.61798
131.623706,-15.203625
126.111096,-17.512906
139.192437,-16.62856
146.470595,-19.340357
131.827322,-14.977313
152.439645,-24.795488
131.631451,-12.888574
145.598472,-16.92551
139.487249,-20.72061
146.182433,-18.867277
130.97998,-12.69843
131.143383,-12.998445
145.351983,-17.041559
152.593549,-25.165748
131.001424,-12.709349
141.867498,-12.583089
136.503417,-13.972447
131.162373,-12.214716
146.293113,-19.981713
132.781752,-12.651636
131.514375,-12.763022
146.755769,-19.215229
122.241139,-17.984465
126.30355,-15.44419
143.405272,-12.608647
146.906062,-19.374523
152.121162,-24.612688
146.757735,-19.328186
122.344613,-17.975455
130.674225,-11.712283
132.791907,-12.820836
153.109841,-26.392027
153.112662,-26.391989
145.350205,-16.982412
152.52153,-25.373267
122.086563,-18.399175
145.365107,-17.012893
145.515292,-17.082523
152.481482,-25.712735
147.978347,-20.386762
153.107765,-26.396798
152.871555,-25.743045
146.6016,-19.1752
146.753695,-19.205496
132.524022,-12.970414
131.024956,-13.038804
153.024333,-25.959417
136.786099,-12.183539
130.865403,-12.369045
130.893056,-12.339444
130.651611,-11.735216
132.349371,-14.473556
145.048655,-21.331279
142.57657,-12.088955
132.410756,-13.111833
145.359864,-16.925242
151.361088,-23.939567
131.522875,-12.750499
152.300128,-24.730551
145.521303,-17.048258
131.534503,-12.735095
147.009466,-19.626142
130.851041,-12.38122
145.223192,-15.637068
146.148719,-18.656714
142.281898,-12.649762
152.961987,-25.759139
130.850388,-12.37805
130.881052,-12.362538
148.967638,-20.901373
153.059363,-25.89645
144.57547,-17.25485
131.067278,-12.550096
131.510132,-12.770913
125.252018,-17.680463
145.540915,-17.056998
152.458817,-24.942942
152.122483,-25.353947
130.858322,-12.381212
143.40537,-12.607901
130.858125,-12.38708
131.534685,-12.735035
130.847426,-12.377739
143.359776,-12.672419
151.377569,-23.955226
130.883775,-12.372551
145.906742,-18.77155
131.552703,-12.799933
153.088745,-26.634695
132.797068,-12.718378
130.883775,-12.372551
147.471277,-19.556976
152.675516,-25.245968
151.361297,-23.939426
133.170897,-15.389797
135.351304,-15.769743
149.350252,-21.638146
144.572372,-18.202005
153.068195,-25.830779
146.752482,-19.217522
152.958825,-25.763309
145.589851,-17.025402
142.152728,-11.914144
151.913405,-24.212338
146.669718,-19.206603
125.468015,-17.152359
130.657831,-11.725093
136.786099,-12.183534
132.650344,-12.630106
151.244472,-23.75155
145.385403,-17.028741
122.250076,-17.909518
152.193739,-24.659739
147.054566,-19.514744
151.917452,-24.215788
130.853654,-12.377588
132.844635,-12.832567
132.64593,-12.891754
146.755284,-19.332118
122.233892,-17.971972
145.596567,-17.02483
132.824574,-12.661699
145.350695,-17.040926
145.4915,-17.264642
145.326871,-17.357483
152.324988,-25.509908
145.351181,-17.042096
151.884583,-24.164338
151.376958,-23.95656
145.548308,-16.796908
145.517271,-17.084099
130.851871,-12.379314
146.741807,-19.207633
132.964186,-12.417231
132.546098,-12.656295
152.439742,-24.795722
141.86667,-12.586248
134.699587,-16.52838
145.395492,-16.99168
153.122638,-27.027622
145.351181,-17.042096
122.366287,-17.862293
131.633562,-12.882703
132.086961,-14.185342
126.366944,-15.853889
152.760538,-25.811995
152.564303,-25.116647
152.588742,-25.17103
145.543558,-16.977279
148.561107,-20.488044
122.344884,-17.97509
148.559378,-20.279136
130.845933,-13.102246
131.633605,-12.882712
149.2,-21.3
130.851928,-12.377449
142.4,-10.9
149.2,-21.3
145.5,-17.1
146.756867,-19.3323
146.754197,-19.32808
149.2,-21.3
153.1,-26.4
132.8,-12.8
145.36127,-16.921405
130.871635,-12.369419
131,-12.4
130.059067,-11.725842
149.2,-21.3
131.473044,-12.807489
153.062638,-25.810443
144.444442,-15.448912
145.551728,-16.918777
136.421569,-13.84806
143.6,-14.8
130.870066,-12.372883
150.505158,-22.886983
145.55161,-16.916864
143,-12.9
151.9,-24.2
136.421093,-13.849262
145.3,-16.6
130.877075,-12.371991
130.8,-12.8
136.421168,-13.849334
146.8,-19.2
152.311142,-24.915287
146.755931,-19.326465
130.9,-12.4
146.905062,-19.374403
143.139647,-13.795249
146.753921,-19.322336
145.5,-17
145.556107,-16.986569
147.9,-20.3
132.4,-14.5
145.60292,-16.879528
133.9,-12.7
132.5,-12.9
134.009409,-14.794263
148.955653,-20.885168
130.852679,-12.377068
130.854795,-12.383717
132,-14.3
136.8,-16.2
152.8,-27.7
125.9,-15.1
132.3,-14.5
132.2,-14.5
153.033678,-27.462744
130.851483,-12.377652
132.4,-14.5
126.782965,-15.984569
142.96001,-14.87
145,-22.5
150.5,-23.37
143.19896,-13.94558
134.919,-12.1018
131.47,-13.58
136.629,-12.2661
130.841,-12.4629
143.280709,-12.651833
145.370508,-16.919333
145.388138,-16.916671
132.25616,-12.769491
122.345381,-17.975669
122.328901,-17.880085
132.61,-12.91
151.093195,-24.200935
132.401733,-12.740819
132.604137,-12.929889
145.370508,-16.919333
149.570219,-23.864899
149.570219,-23.864899
130.8407,-12.4629
149.570219,-23.864899
151.706389,-24.823389
149.570219,-23.864899
149.570219,-23.864899
149.570219,-23.864899
149.570219,-23.864899
149.570219,-23.864899
149.570219,-23.864899
149.570219,-23.864899
149.570219,-23.864899
151.706389,-24.823389
149.570219,-23.864899
149.570219,-23.864899
149.570219,-23.864899
149.570219,-23.864899
151.706389,-24.823389
149.570219,-23.864899
151.706389,-24.823389
149.570219,-23.864899
149.570219,-23.864899
149.570219,-23.864899
149.570219,-23.864899
149.570219,-23.864899
152.283962,-24.924393
145,-20
145,-20
136.45,-13.95
123.62889,-17.30333
146.82352,-19.282533
136.45,-13.95
123.62889,-17.30333
146.03333,-17.53333
145.563125,-16.784291
146.055,-18.3166
146.055,-18.3166
130.833,-12.45
132.866,-14.8
132.233,-11.266
146.133,-18.583
146.133,-18.583
126.22221,-14.96361
132.883,-12.65
132.233,-11.266
151.116,-25.366
130.833,-12.45
150.733,-23.133
150.383,-23.65
136.883,-12.25
152.483,-24.883
132.9,-12.633
146.816,-19.266
130.833,-12.45
130.833,-12.45
142.15,-10.683
136.433,-13.933
145.766,-16.916
153.016,-26.8
152.45,-25.216
129.516,-14.233
125.21943,-17.1361
149.666,-23.716
132.933,-12.683
132.933,-12.683
136.416,-13.833
143.416,-12.6
149.566,-23.866
130.9,-12.383
136.416,-14.05
130.833,-12.45
142.216,-10.583
125.21943,-17.1361
130.833,-12.45
134.216,-12.05
132.65,-12.783
136.883,-12.25
132.9,-12.633
130.833,-12.45
143.166,-13.95
146.133,-18.583
126.22221,-14.96361
126.22221,-14.96361
145.25,-15.466
136.45,-13.966
130.833,-12.45
136.883,-12.25
128.683,-15.6
132.833,-12.633
142.966,-13.1
136.583,-14.083
150.733,-23.116
136.883,-12.25
143.2,-13.95
125.21943,-17.1361
132.883,-12.633
146.133,-18.583
142.666,-12.666
136.416,-14.05
136.416,-13.833
143.19903,-13.94573
130.9,-12.383
130.833,-12.45
136.45,-13.966
143.2,-13.95
132.933,-12.683
128.683,-15.6
130.9,-12.383
152.483,-24.883
136.433,-13.966
127.85,-15.183
136.433,-13.966
145.566,-17.616
143.55,-13.983
136.416,-13.833
130.9,-12.383
143.55,-13.983
126.22221,-14.96361
136.883,-12.25
152.35,-24.866
146.816,-19.266
145.25,-15.466
131.25,-12.633
132.85,-12.45
132.416,-12.6
126.183,-16.3
144.316,-18.15
134.216,-12.05
130.833,-12.45
136.416,-13.833
132.266,-14.466
141.883,-11.966
142.466,-10.833
132.9,-12.666
134.216,-12.05
136.466,-13.983
132.85,-12.6
152.35,-24.866
132.333,-11.333
131.483,-13.583
132.883,-12.633
132.9,-12.633
147.26102,-20.12834
142.566,-10.766
152.35,-24.866
132.333,-11.333
133.5,-14.883
125.21943,-17.1361
145.316,-15.966
145.316,-15.966
150.8,-25.416
132.266,-14.466
125.21943,-17.1361
141.64673,-8.71219
141.59755,-8.70291
141.59755,-8.70291
141.59755,-8.70291
141.64673,-8.71219
141.73333,-8.61667
141.64673,-8.71219
141.59755,-8.70291
141.64673,-8.71219
145.4833,-17.2667
150.1992,-22.4061
141.59755,-8.70291
141.64673,-8.71219
141.73333,-8.61667
141.59755,-8.70291
141.64673,-8.71219
141.64673,-8.71219
143.4667,-13.7056
141.64673,-8.71219
141.64673,-8.71219
141.64673,-8.71219
141.64673,-8.71219
141.64673,-8.71219
143.4667,-13.7056
132.8667,-12.6
132.8167,-13.2667
147.0333,-19.2833
141.64673,-8.71219
150.1992,-22.4061
141.64673,-8.71219
131.05,-12.5333
141.64673,-8.71219
136.1333,-16.5167
141.64673,-8.71219
141.64673,-8.71219
141.64673,-8.71219
131.0167,-12.1833
132.5167,-12.975
142.87,-8.78
133.22,-15.57
143.28,-12.77
136.67,-15.8
130.83,-12.45
142.87,-8.78
122.679,-17.8158
133.05,-12.32
122.679,-17.8158
130.78,-11.45
136.67,-15.8
132.27,-14.47
136.67,-15.8
133.05,-12.32
143.2,-13.95
122.23,-17.97
142.87,-8.78
146.82,-19.27
142.87,-8.78
142.87,-8.78
133.802,-12.2525
133.05,-12.32
144.93,-17.35
136.67,-15.8
136.67,-15.8
122.23,-17.97
142.87,-8.78
128.87,-17.4
143.65,-15.98
142.87,-8.78
136.67,-15.8
143.17,-8.93
122.679,-17.8158
142.87,-8.78
122.23,-17.97
131.963,-16.0596
136.67,-15.8
122.679,-17.8158
122.679,-17.8158
130.83,-12.45
136.67,-15.8
122.679,-17.8158
142.87,-8.78
136.67,-15.8
132.883,-12.583
135.633,-17.833
128.9,-15.8
130.85,-12.367
131.183,-13.483
138.017,-18.617
130.833,-12.45
130.833,-12.45
132.383,-12.733
131.1,-13.083
131.917,-13.95
146.267,-20.05
130.833,-12.45
130.85,-12.433
131.333,-12.683
132.267,-14.467
132.067,-14.167
132.9,-12.667
132.75,-12.85
132.883,-12.65
130.857,-12.383
131.567,-12.85
136.417,-13.85
130.833,-12.45
132.65,-12.75
132.867,-12.6
136.5,-13.9
130.822,-12.446
130.834,-12.437
133.217,-15.583
130.983,-12.483
131.183,-13.483
132.767,-12.85
131.183,-13.483
136.45,-13.983
130.943,-11.905
131.45,-13.633
130.867,-12.367
128.733,-16.117
132.5,-14.667
132.267,-14.467
131.5,-13.417
131.183,-13.483
131.183,-13.483
130.891,-12.392
131.033,-13.067
131.533,-12.683
132.733,-12.817
131.183,-13.483
132.9,-12.667
132.55,-12.717
131.183,-13.483
132.267,-14.467
131.483,-13.467
136.5,-13.9
131.55,-12.583
130.896,-12.383
131.183,-13.483
130.85,-12.467
131.117,-12.583
130.9,-12.367
131.233,-13.067
132.65,-12.75
132.943,-12.432
130.174,-16.819
132.4,-14.533
131.063,-12.744
130.833,-12.433
132.9,-12.667
130.888,-12.387
131.5,-13.383
130.9,-12.4
130.85,-12.383
122.783,-17.817
131.183,-13.483
130.9,-12.4
130.903,-11.505
131.183,-13.483
